UPC,EAN,Custom SKU,Manufact. SKU,Item,Remaining,Sale Price
627934286098,,,,Sherwood Legend 2 Stick - Junior Right PP92 45,2,$119.99 
627934284872,,,,Sherwood Legend 3 Stick - Senior Right PP28 75,2,$119.99 
627934284919,,,,Sherwood Legend 3 Stick - Senior Right PP92 75,2,$119.99 
627934284834,,,,Sherwood Legend 3 Stick - Intermediate  Right PP28 60,2,$119.99 
627934284858,,,,Sherwood Legend 3 Stick - Intermediate  Right PP92 60,2,$119.99 
627555382711,,,,Sherwood CODE Encrypt 2 Stick - Junior Right PP28 40,2,$119.99 
627555370329,,,,Sherwood CODE Encrypt 2 Stick - Junior Right PP92 40,2,$119.99 
627934281406,,,,Sherwood Legend 1 Glove - Junior 10,2,$119.99 
627934281413,,,,Sherwood Legend 1 Glove - Junior 11,2,$119.99 
627934281420,,,,Sherwood Legend 1 Glove - Junior 12,2,$119.99 
627555326760,,,,Sherwood CODE Encrypt 1 Shin Guard - Junior 11,2,$119.99 
627555326777,,,,Sherwood CODE Encrypt 1 Shin Guard - Junior 12,2,$119.99 
627555326838,,,,Sherwood CODE Encrypt 1 Shin Guard - Junior 13,2,$119.99 
627555324612,,,,Sherwood CODE Encrypt 1 Glove - Junior 10,2,$119.99 
627555324629,,,,Sherwood CODE Encrypt 1 Glove - Junior 11,2,$119.99 
627934283288,,,,Sherwood Legend 1 Shin Guard - Junior 11,2,$119.99 
627934283295,,,,Sherwood Legend 1 Shin Guard - Junior 12,2,$119.99 
191520818463,,,,CCM Elbow Pads JR Tacks XF M,2,$119.99 
681489113100,,,,TRUE SHIFT MAX DLC STEEL PLAYER - 246,2,$129.99 
681489113117,,,,TRUE SHIFT MAX DLC STEEL PLAYER - 254,2,$129.99 
681489113124,,,,TRUE SHIFT MAX DLC STEEL PLAYER - 263,2,$129.99 
681489113131,,,,TRUE SHIFT MAX DLC STEEL PLAYER - 272,2,$129.99 
681489113148,,,,TRUE SHIFT MAX DLC STEEL PLAYER - 280,2,$129.99 
681489151768,,,,"TRUE HZRDUS 5X4 2024 INT GOAL STICK, T31 CURVE, 23"" PADDLE, LEFT",2,$129.99 
681489151775,,,,"TRUE HZRDUS 5X4 2024 INT GOAL STICK, T31 CURVE, 24"" PADDLE, LEFT",2,$129.99 
681489151782,,,,"TRUE HZRDUS 5X4 2024 SR GOAL STICK, T31 CURVE, 25"" PADDLE, LEFT",2,$129.99 
681489153298,,,,"TRUE HZRDUS 9X4 2024 YOUTH OPS, 15 FLEX, T92 CURVE, RIGHT, 46""",2,$129.99 
681489160203,,,,"TRUE PROJECT X SMOKE YOUTH OPS, 15 FLEX, T92 CURVE, LEFT, 46""",2,$129.99 
191520412104,,,,CCM Jetspeed 40 -  Youth Left P29 40,2,$129.99 
191520412081,,,,CCM Jetspeed 40 -  Youth Left P28 40,2,$129.99 
815471025908,,,,Blade Tech Full Zip Hoodie Warroad - Adult M,2,$139.00 
815471025892,,,,Blade Tech Full Zip Hoodie Warroad - Adult S,2,$139.00 
191520817541,,,,CCM Hockey Gloves white / black 15 Classic SE,2,$139.99 
191520442132,,,,CCM Hockey Pants Blue Senior M AS 580,2,$139.99 
191520819248,,,,CCM Hockey Pants Black Junior L XF,2,$139.99 
191520410445,,,,CCM RIbcor  86K 75 P28 RIGHT,2,$139.99 
191520818449,,,,CCM Elbow Pads Sr Tacks XF XL,2,$139.99 
191520818418,,,,CCM Elbow Pads Sr Tacks XF S,2,$139.99 
627934281550,,,,Sherwood Legend 1 Glove - Senior 13,2,$139.99 
627555329723,,,,Sherwood CODE Encrypt 1 Shoulder Pad - Junior Medium,2,$139.99 
627555329730,,,,Sherwood CODE Encrypt 1 Shoulder Pad - Junior Large,2,$139.99 
627555326739,,,,Sherwood CODE Encrypt 1 Shin Guards - Senior 14,2,$139.99 
627555305857,,,,Sherwood CODE Encrypt 1 Glove - Senior  13,2,$139.99 
627555305864,,,,Sherwood CODE Encrypt 1 Glove - Senior  14,2,$139.99 
627555305871,,,,Sherwood CODE Encrypt 1 Glove - Senior  15,2,$139.99 
191520817411,,,,CCM Hockey Gloves Blue 11 XF,2,$149.99 
191520671464,,,,"CCM 470 Premium Player Black Roller Bag 36""",2,$149.99 
191520305161,,,,CCM Tacks 210 Helmet Combo Black S,2,$149.99 
627934284650,,,,Sherwood Legend 2 Stick - Senior Right PP28 68,2,$149.99 
627934284674,,,,Sherwood Legend 2 Stick - Senior Right PP28 75,2,$149.99 
627934284711,,,,Sherwood Legend 2 Stick - Senior Right PP90MX 68,2,$149.99 
627934284735,,,,Sherwood Legend 2 Stick - Senior Right PP90MX 75,2,$149.99 
627934284773,,,,Sherwood Legend 2 Stick - Senior Right PP92 68,2,$149.99 
627934284476,,,,Sherwood Legend 2 Stick - Intermediate Right PP28 50,2,$149.99 
627934284490,,,,Sherwood Legend 2 Stick - Intermediate Right PP28 60,2,$149.99 
627934284513,,,,Sherwood Legend 2 Stick - Intermediate Right PP90MX 50,2,$149.99 
627934284537,,,,Sherwood Legend 2 Stick - Intermediate Right PP90MX 60,2,$149.99 
627934284551,,,,Sherwood Legend 2 Stick - Intermediate Right PP92 50,2,$149.99 
627934284575,,,,Sherwood Legend 2 Stick - Intermediate Right PP92 60,2,$149.99 
627934780145,,,,Sherwood T90 G3 Stick - Senior Right PP28 75,2,$149.99 
627934780381,,,,Sherwood T90 G3 Stick - Senior Right PP92 75,2,$149.99 
627934282151,,,,Sherwood Legend Pro Glove - Junior 11,2,$149.99 
681489145460,,,,TRUE PRO FOUR ROLL CLASSIC FIT GLOVE BLACK 14,2,$159.99 
681489145477,,,,TRUE PRO FOUR ROLL CLASSIC FIT GLOVE BLACK 15,2,$159.99 
191520799434,,,,CCM Jetspeed FT7 Hockey Stick -  Junior  Right P29 50,2,$159.99 
191520799496,,,,CCM Jetspeed FT7 Hockey Stick -  Junior  Right P29 40,2,$159.99 
191520799410,,,,CCM Jetspeed FT7 Hockey Stick -  Junior  Right P28 50,2,$159.99 
191520799472,,,,CCM Jetspeed FT7 Hockey Stick -  Junior  Right P28 40,2,$159.99 
191520799519,,,,CCM Jetspeed FT7 Hockey Stick -  Junior  Right P90 40,2,$159.99 
191520801335,,,,CCM Ribcor Trigger 9 -  Junior Right P29 50,2,$159.99 
191520801311,,,,CCM Ribcor Trigger 9 -  Junior Right P28 50,2,$159.99 
191520801373,,,,CCM Ribcor Trigger 9 -  Junior Right P28 40,2,$159.99 
191520801359,,,,CCM Ribcor Trigger 9 -  Junior Right P90 50,2,$159.99 
191520801410,,,,CCM Ribcor Trigger 9 -  Junior Right P90 40,2,$159.99 
191520660222,,,,CCM Hockey Gloves Red 13 FT6,2,$159.99 
191520660246,,,,CCM Hockey Gloves Red 15 FT6,2,$159.99 
191520663490,,,,CCM Elbow Pads SR FT6 Pro XL,2,$159.99 
191520660093,,,,CCM Hockey Gloves Black 15 FT6,2,$159.99 
191520660086,,,,CCM Hockey Gloves Black 14 FT6,2,$159.99 
681489135928,,,,TRUE CATALYST XS3 55 T92.5 Left,2,$159.99 
681489135959,,,,TRUE CATALYST XS3 55 T28 Right,2,$159.99 
681489136970,,,,TRUE CATALYST XS3 40 T28 Right,2,$159.99 
681489135997,,,,TRUE CATALYST XS3 50 T28 Right,2,$159.99 
191520818715,,,,CCM Tacks XF Shin Guards - Senior 14,2,$159.99 
627555367602,,,,Sherwood CODE Encrypt 2 Stick - Senior Right PP28 68,2,$159.99 
627555367626,,,,Sherwood CODE Encrypt 2 Stick - Senior Right PP28 75,2,$159.99 
627555367725,,,,Sherwood CODE Encrypt 2 Stick - Senior Right PP90MX 68,2,$159.99 
627555367749,,,,Sherwood CODE Encrypt 2 Stick - Senior Right PP90MX 75,2,$159.99 
627555367787,,,,Sherwood CODE Encrypt 2 Stick - Senior Right PP92 68,2,$159.99 
627555367800,,,,Sherwood CODE Encrypt 2 Stick - Senior Right PP92 75,2,$159.99 
627555367909,,,,Sherwood CODE Encrypt 2 Stick - Intermediate Right PP28 55,2,$159.99 
627555367923,,,,Sherwood CODE Encrypt 2 Stick - Intermediate Right PP28 65,2,$159.99 
627555367985,,,,Sherwood CODE Encrypt 2 Stick - Intermediate Right PP90MX 55,2,$159.99 
627555368029,,,,Sherwood CODE Encrypt 2 Stick - Intermediate Right PP92 55,2,$159.99 
627555368043,,,,Sherwood CODE Encrypt 2 Stick - Intermediate Right PP92 65,2,$159.99 
627934282526,,,,Sherwood Legend 1 Pant - Junior Small,2,$159.99 
627934282533,,,,Sherwood Legend 1 Pant - Junior Medium,2,$159.99 
627934282540,,,,Sherwood Legend 1 Pant - Junior Large,2,$159.99 
627555276881,,,,Sherwood CODE Encrypt Pro Glove - Junior 11,2,$159.99 
627555347185,,,,Sherwood HOF 9950 Glove - Senior 13,2,$159.99 
627555347192,,,,Sherwood HOF 9950 Glove - Senior 14,2,$159.99 
627555347208,,,,Sherwood HOF 9950 Glove - Senior 15,2,$159.99 
627555329693,,,,Sherwood CODE Encrypt 1 Shoulder Pad - Senior Large,2,$159.99 
627555276874,,,,Sherwood CODE Encrypt Pro Glove - Junior 10,2,$159.99 
681489039011,,,,"TRUE CATALYST 9X3 2023 JR OPS, 20 FLEX, T92.5 CURVE, RIGHT, 48""",2,$169.99 
681489152871,,,,"TRUE HZRDUS 9X4 2024 JR OPS, 20 FLEX, T92 CURVE, RIGHT, 48""",2,$169.99 
681489159887,,,,"TRUE PROJECT X SMOKE JR OPS, 20 FLEX, T92 CURVE, LEFT, 48""",2,$169.99 
191520512828,,,,CCM Ribcor Team - Senior Right P29 70,2,$169.99 
191520512804,,,,CCM Ribcor Team - Senior Right P28 70,2,$169.99 
191520415495,,,,CCM Ribcor Team - Senior Right P28 75,2,$169.99 
191520415570,,,,CCM Ribcor Team - Senior Right P28 85,2,$169.99 
191520512866,,,,CCM Ribcor Team - Senior Right P90 70,2,$169.99 
191520415556,,,,CCM Ribcor Team - Senior Right P90 75,2,$169.99 
191520415631,,,,CCM Ribcor Team - Senior Right P90 85,2,$169.99 
191520419530,,,,CCM Tacks Team - Intermediate Right P28 65,2,$169.99 
191520415754,,,,CCM Ribcor Team - Intermeidate  Right P29 55,2,$169.99 
191520415679,,,,CCM Ribcor Team - Intermeidate  Right P29 65,2,$169.99 
191520415792,,,,CCM Ribcor Team - Intermeidate  Right P90 55,2,$169.99 
191520415716,,,,CCM Ribcor Team - Intermeidate  Right P90 65,2,$169.99 
191520415730,,,,CCM Ribcor Team - Intermeidate  Right P28 55,2,$169.99 
191520284671,,,,CCM Step Steel DLC Black 255,2,$169.99 
191520284725,,,,CCM Step Steel DLC Black 295,2,$169.99 
191520817190,,,,CCM Hockey Gloves Red 13 XF,2,$169.99 
191520816476,,,,CCM Hockey Gloves white / black 15 4R Pro 3,2,$169.99 
191520817213,,,,CCM Hockey Gloves Red 15 XF,2,$169.99 
191520816452,,,,CCM Hockey Gloves white / black 13 4R Pro 3,2,$169.99 
191520415655,,,,CCM Ribcor Team - Intermeidate  Right P28 65,2,$169.99 
191520419592,,,,CCM Tacks Team - Intermediate Right P28 55,2,$169.99 
191520663322,,,,CCM Jetspeed FT6 Shoulder Pads - Senior S,2,$169.99 
191520663346,,,,CCM Jetspeed FT6 Shoulder Pads - Senior L,2,$169.99 
681489151003,,,,"TRUE HZRDUS 7X4 2024 INT BLACKOUT GOAL STICK, T31 CURVE, 23"" PADDLE, LEFT",2,$175.49 
681489151072,,,,"TRUE HZRDUS 7X4 2024 INT BLACKOUT GOAL STICK, T31 CURVE, 24"" PADDLE, LEFT",2,$175.49 
681489151188,,,,"TRUE HZRDUS 7X4 2024 SR BLACKOUT GOAL STICK, T31 CURVE, 25"" PADDLE, LEFT",2,$175.49 
681489151287,,,,"TRUE HZRDUS 7X4 2024 SR BLACKOUT GOAL STICK, T31 CURVE, 25"" PADDLE, RIGHT",2,$175.49 
681489151379,,,,"TRUE HZRDUS 7X4 2024 SR BLACKOUT GOAL STICK, T31 CURVE, 26"" PADDLE, LEFT",2,$175.49 
681489151478,,,,"TRUE HZRDUS 7X4 2024 SR BLACKOUT GOAL STICK, T31 CURVE, 26"" PADDLE, RIGHT",2,$175.49 
191520604530,,,,CCM Jetspeed FT Team - Senior Left P90 70,2,$179.99 
191520604615,,,,CCM Jetspeed FT Team - Senior Left P90 75,2,$179.99 
191520604578,,,,CCM Jetspeed FT Team - Senior Right P29 75,2,$179.99 
191520604554,,,,CCM Jetspeed FT Team - Senior Right P28 75,2,$179.99 
191520604639,,,,CCM Jetspeed FT Team - Senior Right P28 85,2,$179.99 
191520624071,,,,CCM Jetspeed FT Team - Intermediate Right P29 55,2,$179.99 
191520624057,,,,CCM Jetspeed FT Team - Intermediate Right P28 55,2,$179.99 
191520604714,,,,CCM Jetspeed FT Team - Intermediate Right P28 65,2,$179.99 
191520604776,,,,CCM Jetspeed FT Team - Intermediate Right P90 65,2,$179.99 
191520609313,,,,CCM Ribcor Trigger 8 -  Junior Right P28 40,2,$179.99 
191520818326,,,,CCM Elbow Pads SR Tacks XF Pro S,2,$179.99 
191520819125,,,,CCM Hockey Pants Black Senior M XF,2,$179.99 
191520819118,,,,CCM Hockey Pants Black Senior S XF,2,$179.99 
191520674663,,,,"CCM Black Referee Roller 30"" Bag",2,$179.99 
191520604691,,,,CCM Jetspeed FT Team - Senior Right P90 85,2,$179.99 
191520818203,,,,CCM Tacks XF Shoulder Pads - Senior L,2,$179.99 
191520818210,,,,CCM Tacks XF Shoulder Pads - Senior XL,2,$179.99 
627934283912,,,,Sherwood Legend 1 Stick - Intermediate Right PP28 50,2,$179.99 
627934283936,,,,Sherwood Legend 1 Stick - Intermediate Right PP28 60,2,$179.99 
627934283950,,,,Sherwood Legend 1 Stick - Intermediate Right PP90MX 50,2,$179.99 
627934283974,,,,Sherwood Legend 1 Stick - Intermediate Right PP90MX 60,2,$179.99 
627934283998,,,,Sherwood Legend 1 Stick - Intermediate Right PP92 50,2,$179.99 
627934284018,,,,Sherwood Legend 1 Stick - Intermediate Right PP92 60,2,$179.99 
627555367404,,,,Sherwood CODE Encrypt 1 Stick - Intermediate Right PP28 55,2,$179.99 
627555367428,,,,Sherwood CODE Encrypt 1 Stick - Intermediate Right PP28 65,2,$179.99 
627555367480,,,,Sherwood CODE Encrypt 1 Stick - Intermediate Right PP90MX 55,2,$179.99 
627555367503,,,,Sherwood CODE Encrypt 1 Stick - Intermediate Right PP90MX 65,2,$179.99 
627555367527,,,,Sherwood CODE Encrypt 1 Stick - Intermediate Right PP92 55,2,$179.99 
627555367541,,,,Sherwood CODE Encrypt 1 Stick - Intermediate Right PP92 65,2,$179.99 
627555366209,,,,Sherwood T120 Pro Stick - Senior Right PP28 75,2,$179.99 
627555366360,,,,Sherwood T120 Pro Stick - Senior Right PP90MX 75,2,$179.99 
627555366445,,,,Sherwood T120 Pro Stick - Senior Right PP92 75,2,$179.99 
627555366629,,,,Sherwood T120 Pro Stick - Intermediate Right PP28 65,2,$179.99 
627555366742,,,,Sherwood T120 Pro Stick - Intermediate Right PP92 65,2,$179.99 
627934282601,,,,Sherwood Legend 1 Pant - Senior Small,2,$179.99 
627555329815,,,,Sherwood CODE Encrypt Pant - Senior Small,2,$179.99 
627934282007,,,,Sherwood Legend Pro Glove - Senior 13,2,$179.99 
627934282014,,,,Sherwood Legend Pro Glove - Senior 14,2,$179.99 
627934282021,,,,Sherwood Legend Pro Glove - Senior 15,2,$179.99 
191520674687,,,,CCM Team Wheeled Stick Bag,2,$184.99 
681489159900,,,,"TRUE PROJECT X SMOKE JR OPS, 30 FLEX, T28 CURVE, LEFT, 50""",2,$189.99 
191520814748,,,,CCM Ribcor MAXX SE -  Junior Right P29 50,2,$189.99 
191520814786,,,,CCM Ribcor MAXX SE -  Junior Right P29 40,2,$189.99 
191520814762,,,,CCM Ribcor MAXX SE -  Junior Right P28 40,2,$189.99 
191520816896,,,,CCM Hockey Gloves Red 12 XF Pro,2,$189.99 
191520816780,,,,CCM Hockey Gloves white / black 11 XF Pro,2,$189.99 
191520814724,,,,CCM Ribcor MAXX SE -  Junior Right P28 50,2,$189.99 
681489142926,,,,TRUE PROJECT X 30 T92.5 RIGHT,2,$189.99 
191520671457,,,,CCM 480 Player ELITE WHEELED Bag 32'',2,$189.99 
627934285145,,,,Sherwood Legend Pro Stick - Junior Left PP28 35,2,$189.99 
627934285152,,,,Sherwood Legend Pro Stick - Junior Right PP28 35,2,$189.99 
627934285176,,,,Sherwood Legend Pro Stick - Junior Right PP28 45,2,$189.99 
627934285237,,,,Sherwood Legend Pro Stick - Junior Right PP92 35,2,$189.99 
627934285251,,,,Sherwood Legend Pro Stick - Junior Right PP92 45,2,$189.99 
627555272852,,,,Sherwood CODE Encrypt Pro Glove - Senior 13,2,$189.99 
627555272869,,,,Sherwood CODE Encrypt Pro Glove - Senior 14,2,$189.99 
627555272876,,,,Sherwood CODE Encrypt Pro Glove - Senior 15,2,$189.99 
681489039332,,,,"TRUE CATALYST 9X3 2023 JR OPS, 30 FLEX, T28 CURVE, RIGHT, 50""",2,$199.99 
681489039097,,,,"TRUE CATALYST 9X3 2023 JR OPS, 30 FLEX, T92.5 CURVE, RIGHT, 50""",2,$199.99 
681489152895,,,,"TRUE HZRDUS 9X4 2024 JR OPS, 30 FLEX, T28 CURVE, RIGHT, 50""",2,$199.99 
681489152918,,,,"TRUE HZRDUS 9X4 2024 JR OPS, 30 FLEX, T92 CURVE, RIGHT, 50""",2,$199.99 
191520800994,,,,CCM Ribcor Trigger 9 - Senior Right P28 75,2,$199.99 
191520801052,,,,CCM Ribcor Trigger 9 - Senior Right P90 75,2,$199.99 
191520801175,,,,CCM Ribcor Trigger 9 - Intermeidate  Right P29 65,2,$199.99 
191520801236,,,,CCM Ribcor Trigger 9 - Intermeidate  Right P28 55,2,$199.99 
191520801298,,,,CCM Ribcor Trigger 9 - Intermeidate  Right P90 55,2,$199.99 
191520801212,,,,CCM Ribcor Trigger 9 - Intermeidate  Right P90 65,2,$199.99 
191520801151,,,,CCM Ribcor Trigger 9 - Intermeidate  Right P28 65,2,$199.99 
191520797942,,,,CCM Jetspeed FT 7 Pro -  Youth Left P29 30,2,$199.99 
191520800376,,,,CCM Ribcor Trigger 9 Pro -  Youth Right P29 30,2,$199.99 
191520800352,,,,CCM Ribcor Trigger 9 Pro -  Youth Right P28 30,2,$199.99 
191520624736,,,,CCM Tacks 720 Helmet  Black S,2,$199.99 
191520624743,,,,CCM Tacks 720 Helmet  White S,2,$199.99 
191520624798,,,,CCM Tacks 720 Helmet  White M,2,$199.99 
191520624804,,,,CCM Tacks 720 Helmet  Navy M,2,$199.99 
681489157753,,,,TRUE HZRDUS FURY 65 T28 RIGHT,2,$199.99 
191520800932,,,,CCM Ribcor Trigger 9 - Senior Right P29 70,2,$199.99 
191520800918,,,,CCM Ribcor Trigger 9 - Senior Right P28 70,2,$199.99 
191520663674,,,,CCM Jetspeed FT6 Pro Shin Guards - Senior 15,2,$199.99 
191520663681,,,,CCM Jetspeed FT6 Pro Shin Guards - Senior 16,2,$199.99 
627934284117,,,,Sherwood Legend 1 Stick - Senior Right PP28 75,2,$199.99 
627934284094,,,,Sherwood Legend 1 Stick - Senior Right PP28 68,2,$199.99 
627934284179,,,,Sherwood Legend 1 Stick - Senior Right PP90MX 75,2,$199.99 
627934284155,,,,Sherwood Legend 1 Stick - Senior Right PP90MX 68,2,$199.99 
627555382674,,,,Sherwood CODE Encrypt Pro Stick - Junior Right PP28 30,2,$199.99 
627555366025,,,,Sherwood CODE Encrypt Pro Stick - Junior Right PP28 40,2,$199.99 
627555366049,,,,Sherwood CODE Encrypt Pro Stick - Junior Right PP28 50,2,$199.99 
627555366100,,,,Sherwood CODE Encrypt Pro Stick - Junior Right PP92 40,2,$199.99 
627555366124,,,,Sherwood CODE Encrypt Pro Stick - Junior Right PP92 50,2,$199.99 
627555366827,,,,Sherwood CODE Encrypt 1 Stick - Senior Right PP28 75,2,$199.99 
627555366988,,,,Sherwood CODE Encrypt 1 Stick - Senior Right PP92 68,2,$199.99 
627555366940,,,,Sherwood CODE Encrypt 1 Stick - Senior Right PP90MX 75,2,$199.99 
191520674564,,,,"CCM 480 Player Elite Black Rolling Bag 36""",2,$199.99 
681489130046,,,,TRUE CATALYST 9X3 2023 ANATOMICAL FIT GLOVE BLACK 14,2,$209.99 
191520814588,,,,CCM Ribcor MAXX SE- Senior Right P29 75,2,$209.99 
191520814540,,,,CCM Ribcor MAXX SE- Senior Right P29 70,2,$209.99 
191520814526,,,,CCM Ribcor MAXX SE- Senior Right P28 70,2,$209.99 
191520814564,,,,CCM Ribcor MAXX SE- Senior Right P28 75,2,$209.99 
191520814700,,,,CCM Ribcor MAXX SE - Intermediate  Right P29 55,2,$209.99 
191520814649,,,,CCM Ribcor MAXX SE - Intermediate  Right P28 65,2,$209.99 
191520814687,,,,CCM Ribcor MAXX SE - Intermediate  Right P28 55,2,$209.99 
191520818623,,,,CCM Tacks XF Pro Shin Guards - Senior 14,2,$219.99 
191520818647,,,,CCM Tacks XF Pro Shin Guards - Senior 16,2,$219.99 
681489159948,,,,"TRUE PROJECT X SMOKE JR OPS, 40 FLEX, T28 CURVE, LEFT, 52""",2,$229.99 
681489159962,,,,"TRUE PROJECT X SMOKE JR OPS, 40 FLEX, T92 CURVE, LEFT, 52""",2,$229.99 
681489159986,,,,"TRUE PROJECT X SMOKE JR OPS, 50 FLEX, T28 CURVE, LEFT, 54""",2,$229.99 
681489160005,,,,"TRUE PROJECT X SMOKE JR OPS, 50 FLEX, T92 CURVE, LEFT, 54""",2,$229.99 
191520816759,,,,CCM Hockey Gloves Red 13 XF Pro,2,$229.99 
191520659868,,,,CCM Hockey Gloves Red 13 FT6 Pro,2,$229.99 
191520659745,,,,CCM Hockey Gloves Black 13 FT6 Pro,2,$229.99 
191520659882,,,,CCM Hockey Gloves Red 15 FT6 Pro,2,$229.99 
681489143084,,,,TRUE PROJECT X 40 T28 RIGHT,2,$229.99 
681489142940,,,,TRUE PROJECT X 40 T92.5 RIGHT,2,$229.99 
19152087051,,,,CCM Tacks Classic Skate - Junior Regular 1,2,$229.99 
191520870539,,,,CCM Tacks Classic Skate - Junior Regular 2,2,$229.99 
191520870560,,,,CCM Tacks Classic Skate - Junior Regular 3.5,2,$229.99 
191520799250,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate Right P28 65,2,$239.99 
191520613594,,,,CCM Tacks AS-VI - Intermediate Right P90 55,2,$239.99 
191520613457,,,,CCM Tacks AS-VI - Intermediate Right P28 65,2,$239.99 
191520799267,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 65 Grip 29 L,2,$239.99 
191520799328,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 55 Grip 28 L,2,$239.99 
191520799380,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 55 Grip 90TM L,2,$239.99 
191520799304,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 65 Grip 90TM L,2,$239.99 
191520799243,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 65 Grip 28 L,2,$239.99 
191520799342,,,,CCM Jetspeed FT7 Hockey Stick - Intermediate  HSFT7 IN CCM JS Stick 55 Grip 29 L,2,$239.99 
681489039554,,,,"TRUE CATALYST 9X3 2023 JR OPS, 50 FLEX, T28 CURVE, RIGHT, 54""",2,$249.99 
681489152376,,,,"TRUE HZRDUS 7X4 2024 INT OPS, 50 FLEX, T28 CURVE, RIGHT, 56""",2,$249.99 
681489152390,,,,"TRUE HZRDUS 7X4 2024 INT OPS, 50 FLEX, T92 CURVE, RIGHT, 56""",2,$249.99 
681489152437,,,,"TRUE HZRDUS 7X4 2024 INT OPS, 60 FLEX, T28 CURVE, RIGHT, 58""",2,$249.99 
681489152451,,,,"TRUE HZRDUS 7X4 2024 INT OPS, 60 FLEX, T92 CURVE, RIGHT, 58""",2,$249.99 
681489152512,,,,"TRUE HZRDUS 7X4 2024 SR OPS, 65 FLEX, T28 CURVE, RIGHT, 60""",2,$249.99 
681489152536,,,,"TRUE HZRDUS 7X4 2024 SR OPS, 65 FLEX, T92 CURVE, RIGHT, 60""",2,$249.99 
681489152574,,,,"TRUE HZRDUS 7X4 2024 SR OPS, 75 FLEX, T28 CURVE, RIGHT, 62""",2,$249.99 
681489152932,,,,"TRUE HZRDUS 9X4 2024 JR OPS, 40 FLEX, T28 CURVE, RIGHT, 52""",2,$249.99 
681489152956,,,,"TRUE HZRDUS 9X4 2024 JR OPS, 40 FLEX, T92 CURVE, RIGHT, 52""",2,$249.99 
681489152970,,,,"TRUE HZRDUS 9X4 2024 JR OPS, 50 FLEX, T28 CURVE, RIGHT, 54""",2,$249.99 
681489152994,,,,"TRUE HZRDUS 9X4 2024 JR OPS, 50 FLEX, T92 CURVE, RIGHT, 54""",2,$249.99 
191520799106,,,,CCM Jetspeed FT7 Hockey Stick - Senior Left P29 80,2,$249.99 
191520798987,,,,CCM Jetspeed FT7 Hockey Stick - Senior Left P90 70,2,$249.99 
191520799069,,,,CCM Jetspeed FT7 Hockey Stick - Senior Left P90 75,2,$249.99 
191520799144,,,,CCM Jetspeed FT7 Hockey Stick - Senior Left P90 80,2,$249.99 
191520798925,,,,CCM Jetspeed FT7 Hockey Stick - Senior Left P28 70,2,$249.99 
191520799007,,,,CCM Jetspeed FT7 Hockey Stick - Senior Left P28 75,2,$249.99 
191520799083,,,,CCM Jetspeed FT7 Hockey Stick - Senior Left P28 80,2,$249.99 
191520798994,,,,CCM Jetspeed FT7 Hockey Stick - Senior Right P90 70,2,$249.99 
191520798956,,,,CCM Jetspeed FT7 Hockey Stick - Senior Right P29 70,2,$249.99 
191520798932,,,,CCM Jetspeed FT7 Hockey Stick - Senior Right P28 70,2,$249.99 
191520799014,,,,CCM Jetspeed FT7 Hockey Stick - Senior Right P28 75,2,$249.99 
191520799090,,,,CCM Jetspeed FT7 Hockey Stick - Senior Right P28 80,2,$249.99 
681489143107,,,,TRUE PROJECT X 50 T28 RIGHT,2,$249.99 
191520334406,,,,CCM Tacks 910 Helmet White XS,2,$249.99 
191520624538,,,,CCM Tacks 720 Helmet Combo Black S,2,$249.99 
191520624569,,,,CCM Tacks 720 Helmet Combo Black M,2,$249.99 
191520624576,,,,CCM Tacks 720 Helmet Combo White M,2,$249.99 
191520334413,,,,CCM Tacks 910 Helmet Nevy XS,2,$249.99 
191520071936,,,2392343,HT910 SR CCM TACKS HF Helmet White S,2,$249.99 
191520633721,,,,CCM Jetspeed FT680 Skate - Junior Regular 2,2,$249.99 
191520633738,,,,CCM Jetspeed FT680 Skate - Junior Regular 2.5,2,$249.99 
6814891131388,,,,TRUE CATALYST 7X3 INTERMEDIATE 2023 STOCK GOALIE CATCHER - WHITE/WHITE - STANDARD,2,$259.99 
681489150198,,,,"TRUE HZRDUS 9X4 2024 JR GOAL STICK, T31 CURVE, 21"" PADDLE, LEFT",2,$259.99 
191520797782,,191520798345,,CCM Jetspeed FT7 Pro Hockey Stick -  Junior,2,$259.99 
191520800253,,,,CCM Ribcor Trigger 9 Pro -  Junior Right P90 50,2,$259.99 
191520800338,,,,CCM Ribcor Trigger 9 Pro -  Junior Right P90 40,2,$259.99 
191520800291,,,,CCM Ribcor Trigger 9 Pro -  Junior Right P29 40,2,$259.99 
191520800277,,,,CCM Ribcor Trigger 9 Pro -  Junior Right P28 40,2,$259.99 
191520800215,,,,CCM Ribcor Trigger 9 Pro -  Junior Right P29 50,2,$259.99 
191520797911,,,,CCM Jetspeed FT7 Pro Hockey Stick -  Junior,2,$259.99 
